18,50,38,37,6,2,12,41,35,26,0.4666666666666667
30,17,33,41,27,22,37,4,18,10,0.2833333333333333
29,2,38,21,46,25,44,49,34,20,0.4666666666666667
42,49,5,34,4,17,41,39,12,15,0.35
30,8,37,32,27,35,33,2,6,20,0.55
11,33,49,37,34,26,24,13,22,8,0.4166666666666667
19,45,27,4,47,16,36,32,30,11,0.31666666666666665
47,8,50,1,13,15,31,29,36,0,0.45
22,8,50,14,41,20,13,7,24,47,0.31666666666666665
18,48,3,37,8,2,36,42,10,39,0.36666666666666664
19,40,48,42,32,16,15,25,0,7,0.23333333333333334
44,4,33,20,39,17,2,3,25,29,0.31666666666666665
28,32,18,41,49,47,9,33,50,30,0.43333333333333335
12,36,10,49,27,13,18,38,28,30,0.26666666666666666
26,2,45,19,13,31,37,17,21,32,0.4666666666666667
1,38,4,20,31,9,7,32,8,44,0.36666666666666664
19,45,48,3,16,17,22,41,7,30,0.31666666666666665
36,40,33,0,9,16,23,10,43,20,0.3333333333333333
22,30,37,6,9,17,21,34,12,26,0.7
15,27,9,47,4,22,17,42,26,44,0.4666666666666667
12,1,44,23,21,37,40,18,5,2,0.4166666666666667
34,17,21,33,6,26,3,15,37,12,0.48333333333333334
30,20,4,41,14,26,33,1,9,25,0.6166666666666667
22,12,8,20,13,33,31,47,18,24,0.55
46,27,14,18,35,37,42,50,33,16,0.35
5,33,30,47,19,6,2,24,31,7,0.25
22,36,31,49,25,1,17,21,42,33,0.6333333333333333
35,42,8,50,23,25,1,12,10,15,0.6
18,26,21,28,31,27,30,5,3,48,0.4166666666666667
29,38,43,22,37,13,16,4,25,17,0.2833333333333333
19,47,37,35,13,46,4,9,49,32,0.31666666666666665
23,33,20,6,28,48,21,36,14,26,0.6166666666666667
48,2,13,44,50,42,32,18,27,4,0.3
38,27,4,21,17,42,14,5,13,12,0.43333333333333335
34,24,3,20,45,40,1,43,12,19,0.3333333333333333
12,46,25,43,13,32,1,41,24,7,0.4166666666666667
48,30,43,23,4,8,25,36,16,7,0.38333333333333336
21,44,38,9,15,33,1,32,6,50,0.38333333333333336
43,32,3,20,22,23,35,13,34,45,0.38333333333333336
6,15,37,18,45,47,39,9,14,22,0.35
17,21,31,1,23,11,6,49,41,10,0.5333333333333333
21,16,47,33,2,19,44,42,29,40,0.45
43,6,41,1,17,5,48,29,13,10,0.43333333333333335
15,11,38,19,45,49,34,3,43,48,0.43333333333333335
48,50,31,49,24,12,42,6,27,33,0.48333333333333334
47,22,46,3,24,9,14,25,29,0,0.36666666666666664
5,31,14,17,9,34,46,50,39,1,0.65
38,32,21,9,26,14,43,34,27,11,0.38333333333333336
7,14,18,41,13,1,9,25,5,19,0.36666666666666664
25,0,31,49,23,26,11,35,37,14,0.5333333333333333
37,7,36,44,8,23,24,13,11,26,0.4166666666666667
47,1,36,35,21,17,46,4,48,18,0.36666666666666664
12,46,22,45,43,50,6,35,47,48,0.4666666666666667
3,9,39,24,16,19,36,32,7,8,0.21666666666666667
13,7,26,37,22,24,45,11,28,32,0.4
31,3,14,33,47,7,6,45,17,35,0.4666666666666667
5,1,15,19,37,40,27,29,35,16,0.48333333333333334
32,35,17,47,3,23,11,30,15,31,0.55
6,13,33,19,10,41,0,42,3,32,0.45
7,9,16,23,39,47,43,45,0,25,0.31666666666666665
40,35,6,42,38,37,17,25,10,24,0.31666666666666665
14,9,43,0,29,49,5,15,25,31,0.38333333333333336
18,2,34,44,49,35,20,36,16,48,0.38333333333333336
30,41,40,15,36,31,25,28,1,19,0.48333333333333334
9,21,10,36,11,6,28,35,40,20,0.48333333333333334
45,41,43,27,38,19,20,34,50,24,0.21666666666666667
30,50,35,45,26,15,22,16,24,25,0.45
2,46,31,37,47,7,20,40,19,4,0.4
42,35,0,29,40,15,48,3,24,39,0.5
50,7,39,8,31,3,38,23,6,27,0.18333333333333332
8,9,50,13,22,16,33,10,12,3,0.6
10,45,28,43,17,38,44,22,25,11,0.25
16,46,0,8,19,15,3,41,9,33,0.45
32,50,27,49,10,43,42,14,7,30,0.43333333333333335
10,43,20,34,28,46,47,37,12,15,0.43333333333333335
1,39,35,12,15,25,49,20,43,9,0.4666666666666667
24,50,22,28,1,42,34,36,20,16,0.6666666666666666
4,38,0,37,28,3,40,12,27,20,0.38333333333333336
45,4,7,33,37,34,30,8,39,49,0.3
20,8,6,12,47,32,48,35,17,41,0.7
3,11,16,20,10,23,45,30,35,50,1.0
23,45,25,36,9,32,35,22,42,33,0.3
28,25,11,17,45,49,1,40,27,2,0.4166666666666667
35,30,28,11,49,42,1,46,32,5,0.48333333333333334
48,29,2,41,24,13,32,40,47,20,0.75
20,47,34,14,30,45,9,44,41,26,0.5166666666666667
5,2,39,30,12,48,37,24,27,29,0.48333333333333334
11,9,27,15,39,20,46,16,49,6,0.4
23,25,36,5,4,33,13,15,38,11,0.36666666666666664
7,13,19,36,45,31,2,43,20,17,0.5333333333333333
38,42,27,33,18,0,41,2,50,30,0.2833333333333333
42,34,16,7,38,6,22,39,43,49,0.21666666666666667
3,34,38,31,17,10,21,45,28,41,0.38333333333333336
13,7,50,5,15,41,39,21,27,2,0.2833333333333333
6,33,36,13,12,22,9,25,3,48,0.43333333333333335
14,43,18,42,11,7,28,24,15,35,0.5166666666666667
37,48,43,49,19,12,34,22,33,3,0.2833333333333333
34,44,4,33,19,50,13,43,45,17,0.35
34,31,28,27,19,26,25,23,11,49,0.4666666666666667
49,34,9,46,24,39,14,16,23,50,0.35
5,6,22,3,33,1,20,7,48,2,0.4666666666666667
8,15,27,25,38,47,46,18,0,49,0.26666666666666666
13,35,48,26,24,15,25,43,10,20,0.75
33,22,16,45,48,35,21,43,47,49,0.4
23,24,14,28,48,38,1,42,35,32,0.5166666666666667
0,28,48,38,18,50,46,26,21,42,0.5666666666666667
50,11,20,30,10,2,16,38,0,48,0.4666666666666667
25,38,23,33,50,21,20,1,5,48,0.35
9,16,32,19,4,22,24,33,27,35,0.25
2,22,33,25,30,49,7,45,48,43,0.31666666666666665
30,2,14,37,1,41,10,19,7,46,0.5166666666666667
42,48,36,29,44,50,34,38,40,23,0.5833333333333334
8,28,21,12,0,14,41,32,30,45,0.5333333333333333
12,26,27,48,46,28,25,6,35,3,0.5833333333333334
23,13,46,3,1,27,48,44,16,17,0.3333333333333333
11,40,29,47,26,32,39,45,33,16,0.5833333333333334
33,43,35,0,37,34,45,49,47,25,0.5
49,39,8,26,7,16,33,15,0,34,0.35
42,17,27,34,36,16,13,40,37,33,0.5333333333333333
44,37,34,10,27,1,50,4,11,17,0.5833333333333334
19,10,30,17,49,24,6,47,27,46,0.55
28,49,19,33,44,50,7,31,47,5,0.31666666666666665
9,0,39,47,40,2,30,46,50,37,0.45
46,20,1,16,17,30,36,42,2,21,0.9
38,31,50,34,33,5,12,46,11,40,0.5333333333333333
19,33,7,6,34,29,30,38,32,42,0.45
14,48,38,26,0,5,15,44,4,32,0.25
8,49,28,18,33,15,3,0,37,2,0.3
46,34,50,25,39,19,35,7,31,14,0.36666666666666664
4,39,45,25,35,18,10,16,21,43,0.25
23,29,43,14,50,37,32,0,7,11,0.48333333333333334
40,39,32,26,15,34,5,0,29,13,0.43333333333333335
26,13,14,36,27,7,31,38,45,10,0.48333333333333334
47,15,9,34,25,44,26,7,13,35,0.31666666666666665
18,36,9,7,39,11,20,6,4,41,0.2
45,50,12,22,9,49,26,30,24,29,0.5166666666666667
50,0,33,35,12,13,15,24,8,21,0.5833333333333334
49,1,45,2,25,9,10,37,24,48,0.4666666666666667
48,39,6,37,11,43,36,38,46,34,0.35
27,8,38,48,7,41,16,30,28,22,0.35
22,27,37,43,35,20,7,5,31,36,0.6333333333333333
38,11,25,45,23,33,36,13,9,27,0.38333333333333336
41,19,14,46,23,9,25,2,33,45,0.3
13,20,23,29,47,49,12,14,38,48,0.5
21,17,48,24,15,28,3,46,25,23,0.2
21,11,18,33,2,30,10,15,40,5,0.5
3,24,11,6,21,26,48,47,15,23,0.5166666666666667
6,8,11,18,10,12,28,31,4,33,0.48333333333333334
40,19,4,39,14,49,35,18,43,47,0.43333333333333335
23,11,16,10,13,25,33,3,41,48,0.5333333333333333
7,48,47,15,19,33,42,27,26,40,0.3333333333333333
6,3,13,8,38,47,45,16,15,20,0.45
48,29,22,35,27,0,3,43,13,12,0.45
8,46,23,37,27,4,32,12,44,25,0.25
8,12,20,46,33,18,19,37,1,48,0.5333333333333333
26,2,43,18,16,45,28,17,19,24,0.4
8,26,46,32,48,6,22,40,19,44,0.4666666666666667
38,2,47,22,15,11,41,30,0,27,0.43333333333333335
47,35,27,12,37,28,48,41,18,32,0.36666666666666664
15,39,50,48,37,0,28,9,36,2,0.43333333333333335
0,23,39,3,50,22,24,32,34,36,0.3
11,32,38,12,3,15,48,47,18,8,0.45
1,11,7,27,32,20,9,39,2,26,0.6
43,33,16,32,5,36,50,8,22,48,0.35
25,7,45,11,32,6,13,43,33,39,0.35
3,20,42,0,19,50,8,30,29,23,0.5333333333333333
13,27,22,48,28,23,3,19,33,0,0.3
14,5,17,44,30,27,48,21,25,4,0.43333333333333335
49,15,28,46,0,2,29,25,1,38,0.4666666666666667
49,18,38,21,26,1,22,13,40,3,0.5
22,16,49,2,28,37,5,26,9,32,0.3
27,3,32,30,50,14,17,13,15,8,0.5
46,43,20,36,30,0,42,45,4,19,0.45
39,6,26,31,7,11,46,34,50,37,0.4166666666666667
27,45,32,47,5,50,35,2,12,25,0.3
5,14,45,13,44,34,23,15,36,17,0.31666666666666665
36,22,3,42,5,20,9,24,7,10,0.4166666666666667
12,13,28,35,48,16,49,11,6,23,0.43333333333333335
4,36,8,15,1,5,9,16,24,49,0.35
15,13,6,39,24,36,12,33,20,49,0.35
49,19,3,40,48,34,7,12,16,39,0.31666666666666665
45,10,42,15,32,44,20,17,36,14,0.43333333333333335
23,46,11,49,42,15,7,19,47,28,0.38333333333333336
2,35,11,30,1,28,31,45,7,34,0.6333333333333333
9,31,5,35,40,46,16,12,30,39,0.6
16,1,36,3,0,22,47,23,41,5,0.35
40,48,15,47,38,2,31,43,29,27,0.5166666666666667
41,13,36,9,42,40,45,46,18,31,0.45
35,44,9,3,48,43,30,45,26,27,0.36666666666666664
7,44,46,29,30,16,22,28,47,38,0.4166666666666667
40,7,1,31,27,50,21,14,19,4,0.48333333333333334
47,43,22,5,11,26,23,0,44,29,0.35
42,9,0,26,31,34,43,29,19,11,0.5333333333333333
0,6,24,7,37,19,23,38,29,3,0.2
26,36,10,40,18,45,14,20,23,21,0.48333333333333334
42,36,46,1,13,9,16,17,31,5,0.5166666666666667
43,45,2,28,30,34,5,23,41,37,0.48333333333333334
23,43,31,0,12,9,37,24,39,44,0.4666666666666667
43,18,8,48,30,4,24,39,50,45,0.4666666666666667
30,40,43,44,8,34,0,33,11,42,0.4666666666666667
22,15,17,9,5,6,7,10,16,43,0.31666666666666665
7,42,3,28,12,38,2,17,6,1,0.43333333333333335
38,28,10,41,23,18,19,24,14,50,0.31666666666666665
1,6,17,35,26,7,16,40,50,42,0.8166666666666667
47,24,13,38,35,29,6,3,21,0,0.3
21,10,32,41,44,37,12,31,18,16,0.38333333333333336
39,19,8,2,10,30,47,27,38,22,0.4666666666666667
50,13,12,43,2,32,45,19,47,33,0.45
12,27,46,20,2,13,6,19,10,29,0.5833333333333334
35,25,29,21,18,33,24,42,46,10,0.4
14,36,39,42,0,10,3,40,20,35,0.6166666666666667
31,45,48,38,25,34,42,2,0,44,0.35
17,47,38,29,40,11,13,36,8,33,0.45
49,14,20,17,33,25,48,13,9,38,0.36666666666666664
17,13,30,1,39,18,10,6,38,44,0.4166666666666667
1,27,23,8,22,45,50,15,18,38,0.48333333333333334
45,14,26,27,44,28,0,24,17,15,0.31666666666666665
34,30,43,9,27,10,40,11,13,7,0.6
35,22,0,30,44,27,12,3,10,18,0.4166666666666667
38,42,26,32,14,4,15,7,22,12,0.4166666666666667
31,36,2,27,38,46,24,39,26,3,0.45
27,37,19,21,42,48,16,29,50,2,0.35
40,34,12,11,15,49,5,10,46,48,0.36666666666666664
29,41,28,27,50,14,7,3,8,34,0.4666666666666667
3,34,47,45,17,14,31,37,9,38,0.35
9,27,17,6,40,45,42,3,33,11,0.3333333333333333
12,32,16,9,35,26,20,3,4,22,0.4
36,0,44,30,24,2,16,42,20,37,0.4666666666666667
15,42,5,8,4,14,20,17,12,7,0.25
22,33,34,45,14,19,15,0,35,16,0.4166666666666667
2,34,6,28,37,44,14,45,30,21,0.36666666666666664
48,11,28,22,43,31,29,3,10,16,0.6
39,1,19,26,35,8,45,34,31,15,0.65
2,21,26,25,48,12,10,39,18,32,0.43333333333333335
13,1,2,39,28,8,7,0,35,18,0.55
9,6,48,16,41,11,44,23,28,10,0.35
44,31,17,4,50,18,46,47,32,33,0.35
44,18,13,21,19,15,41,20,29,46,0.25
6,0,50,48,23,16,15,21,8,3,0.38333333333333336
12,5,23,36,22,35,2,31,39,8,0.4
28,7,42,35,30,37,44,1,46,0,0.5166666666666667
23,37,19,5,47,49,42,1,26,16,0.5166666666666667
11,6,27,28,15,8,4,7,39,45,0.3333333333333333
7,23,34,49,37,3,41,43,4,6,0.35
17,40,8,27,10,21,35,24,45,4,0.43333333333333335
29,35,12,31,11,7,48,21,49,6,0.5333333333333333
36,39,3,4,25,30,19,43,48,40,0.4166666666666667
5,22,36,49,0,28,16,10,17,27,0.38333333333333336
40,24,45,43,27,3,18,46,15,2,0.31666666666666665
45,34,44,11,0,33,4,39,12,9,0.5
41,0,49,38,50,12,21,16,4,42,0.25
31,19,46,50,36,27,38,37,20,49,0.31666666666666665
23,31,43,39,21,38,36,8,4,3,0.3333333333333333
46,4,29,44,7,43,38,30,0,16,0.26666666666666666
28,46,27,23,4,21,20,26,25,6,0.48333333333333334
39,4,49,7,15,25,11,41,36,35,0.36666666666666664
18,6,23,7,0,46,42,37,16,17,0.31666666666666665
9,50,23,28,41,30,11,5,42,38,0.31666666666666665
4,14,22,21,5,32,41,15,49,35,0.2833333333333333
0,10,39,29,2,28,8,36,19,43,0.38333333333333336
16,29,3,32,18,22,5,24,42,17,0.3
7,46,23,30,44,17,40,16,42,28,0.43333333333333335
11,21,48,28,45,44,17,34,9,25,0.5
45,2,39,20,11,40,4,37,33,15,0.45
42,45,8,39,48,14,19,24,15,16,0.43333333333333335
20,0,10,7,14,22,6,42,1,33,0.6333333333333333
12,28,15,45,47,18,25,49,38,3,0.26666666666666666
26,34,40,39,27,4,5,32,37,22,0.35
0,39,27,25,7,50,43,2,47,49,0.36666666666666664
13,0,31,37,30,9,11,45,17,6,0.5666666666666667
44,22,39,28,18,7,25,47,49,48,0.23333333333333334
25,41,1,29,31,9,7,45,6,26,0.2833333333333333
5,31,6,27,44,21,42,25,22,49,0.21666666666666667
8,17,29,19,31,10,37,9,7,3,0.38333333333333336
29,39,19,25,21,11,0,47,44,5,0.4
29,13,32,0,45,8,31,42,30,43,0.75
47,8,3,16,36,50,31,37,10,32,0.43333333333333335
48,41,17,1,31,50,11,32,36,43,0.75
31,0,2,32,5,46,36,12,33,14,0.38333333333333336
44,4,24,31,8,27,42,14,48,1,0.5166666666666667
26,16,45,47,9,18,33,38,25,1,0.45
50,38,20,12,34,44,31,30,26,17,0.7333333333333333
29,28,49,30,5,12,35,46,33,0,0.48333333333333334
4,7,44,13,14,32,49,25,30,43,0.3333333333333333
2,18,20,15,35,22,47,16,30,45,0.35
12,16,27,31,13,42,3,30,32,39,0.5666666666666667
33,12,9,48,11,31,19,42,46,5,0.5833333333333334
48,45,41,0,35,9,12,30,26,25,0.55
28,34,46,27,19,11,39,26,44,22,0.4166666666666667
11,1,46,28,45,29,9,36,7,41,0.4
10,49,44,1,3,20,5,0,47,32,0.45
0,44,17,36,32,33,13,1,19,9,0.36666666666666664
14,48,0,3,49,29,35,31,9,10,0.6166666666666667
4,2,39,13,1,32,30,3,40,15,0.6
30,32,11,31,35,33,44,47,16,8,0.43333333333333335
39,17,3,2,25,6,1,13,45,38,0.4
8,32,39,4,10,1,18,15,38,28,0.31666666666666665
44,40,2,22,19,13,42,39,33,12,0.4666666666666667
5,24,23,3,6,39,32,42,37,19,0.38333333333333336
10,39,20,31,17,37,44,27,30,28,0.5333333333333333
3,40,31,13,12,42,36,15,34,21,0.48333333333333334
36,42,21,18,29,25,27,19,22,16,0.3333333333333333
17,16,12,1,8,47,13,46,6,48,0.7666666666666667
11,25,6,12,18,3,1,44,50,34,0.5
0,5,33,37,42,14,27,38,36,46,0.38333333333333336
30,8,17,37,31,11,15,50,25,33,0.7
43,49,36,27,13,47,9,29,16,32,0.18333333333333332
30,36,17,11,18,45,41,3,50,40,0.5333333333333333
39,32,4,10,31,22,0,12,20,29,0.38333333333333336
20,3,21,31,7,49,50,23,1,0,0.38333333333333336
36,47,27,16,6,10,7,3,44,22,0.38333333333333336
41,22,12,9,1,0,43,2,42,11,0.48333333333333334
25,33,32,6,30,43,36,1,8,23,0.43333333333333335
46,45,6,41,23,12,4,8,25,47,0.23333333333333334
5,13,29,30,40,25,3,0,16,31,0.45
12,19,29,50,44,11,27,40,25,48,0.4
37,4,27,20,0,47,17,22,18,26,0.38333333333333336
45,41,44,3,30,13,31,9,35,1,0.4666666666666667
44,1,11,20,9,42,12,24,13,50,0.6666666666666666
22,6,33,41,32,25,12,16,23,47,0.36666666666666664
42,39,23,13,50,1,24,11,17,26,0.7166666666666667
26,28,34,42,30,1,18,14,49,13,0.45
31,6,33,19,24,49,47,38,20,22,0.23333333333333334
28,14,37,33,39,38,19,2,27,3,0.2833333333333333
12,27,9,43,37,44,45,25,14,28,0.4166666666666667
22,45,29,12,40,14,4,8,31,7,0.6333333333333333
49,39,0,8,33,16,2,36,21,24,0.3333333333333333
41,31,37,49,47,38,9,50,13,1,0.31666666666666665
13,6,28,33,50,31,38,42,9,2,0.2833333333333333
46,8,29,5,40,32,2,38,25,28,0.3
50,7,46,42,22,49,40,29,24,26,0.36666666666666664
37,42,21,50,4,3,29,39,16,34,0.35
38,4,37,19,11,29,8,2,7,47,0.5
44,21,2,12,48,35,31,33,10,27,0.5333333333333333
44,15,26,27,21,34,42,37,50,2,0.5666666666666667
27,21,44,41,49,29,14,32,25,7,0.35
42,2,49,33,34,22,48,46,23,24,0.38333333333333336
47,32,38,16,12,42,15,25,7,44,0.23333333333333334
11,28,9,14,25,2,16,41,4,26,0.4166666666666667
1,31,50,0,9,7,4,43,49,25,0.26666666666666666
42,14,18,46,0,49,30,20,1,11,0.6333333333333333
22,0,40,26,11,18,9,14,16,48,0.4666666666666667
32,41,22,47,30,16,27,23,34,49,0.31666666666666665
38,33,45,6,44,17,46,20,43,50,0.4
0,32,35,3,2,21,16,11,50,47,0.5333333333333333
41,38,50,19,31,40,16,48,5,8,0.4
5,45,35,33,1,39,29,49,14,47,0.55
23,7,44,49,34,48,32,37,9,39,0.21666666666666667
17,6,43,45,3,18,24,47,42,15,0.26666666666666666
14,23,3,38,36,15,0,8,27,46,0.3333333333333333
2,36,23,50,17,41,20,27,10,22,0.5166666666666667
5,31,43,16,4,37,18,24,28,46,0.11666666666666667
42,2,14,27,49,16,11,33,30,22,0.6333333333333333
